51663,3550
51678,3550
51680,10000
51681,3550
51683,3000
51683.5,20775
51684,3550
51687,3550
51690,3550
51693,3550
51697.5,6010
51698,42622
51699,115
51701,36572
51702.5,3550
51705.5,3550
51708,10
51709,3550
51713.5,6010
51714,3550
51718,58379
51718.5,80232
51720,3550
51726.5,3550
51731,518
51732,6000
51732.5,3550
51736,10
51736.5,93085
51737,4550
51737.5,120584
51741,3550
51743.5,6000
51744,3550
51746.5,10
51747,3550
51760,10
51760.5,170094
51761,3550
51764,124134
51766,480000
51767,3550
51773.5,3550
51778.5,221480
51779,100000
51779.5,3550
51790.5,3550
51794,120584
51795,3550
51824.5,3550
51828,3550
51835.5,3550
51838.5,3550
51841,150000
51844,3550
51848.5,392326
51869,3550
51879.5,3550
51880,14500
51882.5,3550
51897,13
51897.5,3550
51905.5,10
51906,12
51907,3550
51916,200000
51928.5,388776
51950,1000
51999,227316
52000,50000
52008.5,388776
52067,200000
52100,188
52117,234784
52123,20
52137,2000
52184,100
52184.5,101
52186.5,200000
52188.5,101
52189,10000
52200,5000
52218,33
52275,2000
52300,88
52340,50
52375,234784
52407,10
52445,400000
52482.5,20
52500,23088
52692,35867
52700,88
52703.5,400000
52738,20
52740,50
52800,5000
52900,88
52910.5,1000
52912.5,20
53000,50
53100,99
53140,50
53149,234784
53200,99
53300,99
53400,5099
53500,99
53540,50
53600,99
53665,80232
53700,111
53900,111
54000,5130
54181,80232
54386.5,20000
54757.5,49697
54826.5,80232
55000,10134
55471.5,80232
55850,15000
56000,2130
56555,2000
56628,130
56882.5,100
57000,130
57856.5,65636
57915,20000
57949.5,2000
58000,2130
58348,2000
58882.5,250
58888,10000
59000,130
60000,4130
60765,100
61200,10000
62000,2130
62008,10000
62139,100
63724,100
63922,1000
64582,156282
64899,250
65000,41
65489.5,1000
65992.5,20000
66387.5,1000
66892,250
68692,250
68882.5,500
69420,420200
70000,100
70117,500
73700,1500
74720,64000
74898,362556
75220,64000
75720,64000
76000,50
76420,64000
76920,64000
77320,64000
77720,64000
78220,64000
79000,142050
84500,25
87899,250
88000,100
88420,256000
88500,25
98000,100
107434,150
180000,100
182000,11000
240000,200
252046,25
371101,2000
374418,1000
427150,300
470000,200
