51662,3000
51661.5,3550
51658.5,7100
51655.5,3550
51653.5,20556
51653,3550
51650,6000
51649.5,3550
51644.5,39072
51644,3550
51642.5,10000
51640,3550
51638,34688
51637,3550
51634.5,6000
51634,80232
51632,3550
51626,3550
51623,51195
51622.5,11362
51622,3550
51619.5,6000
51619,3550
51614.5,3550
51611.5,3550
51608,3550
51606,9
51605,3550
51602.5,91252
51602,3550
51600,9
51599,3550
51595.5,3550
51590,9
51589.5,3550
51588,13539
51587.5,120584
51586,3550
51577.5,155008
51577,3550
51574,3550
51571,3550
51568.5,9
51568,3550
51567,9
51566.5,120584
51565,3550
51553,9
51552.5,220561
51552,3550
51547.5,3550
51546,120584
51544.5,100000
51539.5,3550
51537,518
51536.5,483550
51531.5,3550
51524.5,3550
51521.5,3550
51518,3550
51511,3550
51509,19174
51508.5,150000
51508,3550
51505,4550
51501,3550
51500,5
51498,3550
51494.5,388776
51493,3550
51483.5,3550
51478.5,3550
51475.5,3550
51463.5,3550
51459,3550
51455.5,3550
51452.5,3550
51449.5,3550
51446.5,3550
51442,3550
51439,3550
51438.5,24021
51438,388776
51435,3550
51430,3550
51426.5,3550
51421,3550
51418,3550
51413,11
51412.5,10
51412,3550
51410,200000
51408,3550
51404,3550
51343.5,28
51343,10333
51291,388776
51249.5,200000
51235.5,1535
51235,2000
51220,50000
51200,2000
51153,200000
51145.5,151998
51145,511450
51106.5,98
51106,98
51104,98
51085,234784
51000,2300
50900,5
50895,400000
50827,234784
50800,10
50777,15000
50745.5,21
50734,10000
50700,10
50646.5,33
50636.5,400000
50630.5,34399
50600,15
50500,3165
50450,5000
50400,5005
50360,50
50300,115
50295,100
50250,50
50200,15
50198,50
50169.5,33
50165,2000
50160,50
50152,1000
50100,4015
50053,234784
50051.5,250
50050,200000
50031,21162
50000,2075
49960,50
49956.5,50
49881,1000
49808,20
49800,5000
49777,10000
49760,50
49750,50
49560,50
49547,1000
49540,25
49537,80232
49500,75
49423.5,2000
49412,2000
49408,20
49308,200
49250,50
49222.5,1000
49198,50
49140,25
49098,500
49020.5,80232
49002,25
49000,50
48963,12000
48931,42324
48777,10000
48750,50
48567,1000
48565,43994
48540.5,3000
48500,50
48468,2000
48375.5,80232
48250,50
48198,50
48111,1500
48060,25
48040,10
48000,50
47800,75001
47777,15000
47750,50
47730.5,80232
47576,50
47565,8000
47502.5,5
47500,160050
47481,2000
47469.5,5
47372,20
47300,2025
47270,5000
47241,5
47198,50
47123,80
47114,50
47083,10
47072,70
47055,5000
47031,300
47018.5,5
47005,50
46978,100
46941,5
46923,80
46908.5,5
46885,2000
46863.5,5
46818.5,50
46772,20
46737,1000
46667,10
46654,50
46552.5,20
46524,50
46500,100
46372,20
46252.5,50
46198,500
46142,100
46123,80
46072,20
46042,100
45942,100
45842,100
45742,100
45650,6000
45642,100
45511,5000
45500,1100
45466.5,51484
45223,1500
45108,2000
45050,4000
45042,100
45011,5000
44769,131
44508,1000
44050,5000
44011,5000
44000,6000
43900,2000
43888,1200
43777,10000
43298,500
43250,50
43000,3100
42900,600
42888,1000
42856,80
42800,80
42751,25000
42731,80
42606,80
42557,7
42550,80
42500,50
42481,80
42356,80
42300,180
42200,100
42171,5
42154,10
42100,100
42085,1000
42073,40
42054,10
42050,80
42000,200
41900,100
41800,230
41777,10000
41700,100
41667,77
41600,100
41500,140
41432.5,4000
41333,77
41306,4000
41250,100
41083.5,4000
41024.5,400
41000,277
40800,50
40777,10000
40672.5,9000
40667,77
40656.5,9000
40638.5,30
40429,50
40350,2000
40333,77
40085,1000
40057,50
40000,227
39777,10000
39712.5,4000
39686,50
39435,1000
39400,70
39393,2349
39314,50
39024.5,400
39024,2500
39003,1000
39001,50
38943,50
38900,25000
38800,70
38749.5,93603
38650,50
38600,4400
38571,50
38500,3020
38435,2000
38400,1500
38350,6000
38200,50
38001,40
38000,1500
37960.5,5
37850,260
37777,10000
37760,30
37555,1000
37388,1888
37055.5,2000
37015,1000
37000,20000
36800,25
36796.5,10000
36666,30
36618,67
36015,1000
36000,505
35888,1000
35814,30
35700,2000
35600,67
35500,70000
35015,1000
35010,100
35000,20550
34900,100
34887.5,30
34787,1000
34400,2000
34313,5000
34300,100
34260,15000
34150,4000
34105,300
34050,50
34000,25
33909.5,40
33900,71
33754,40
33557.5,40
33555,3000
33550,50
33500,1000
33392,40
33225,40
33050,50
33046.5,250
33000,1000
32800,100
32782,26000
32532.5,40
32511,1000
32500,140
32336,12000
32300,2500
31899,20000
31768,6000
31700,200
31601,1
31427,16000
31310,13000
31222,2000
30765,6000
30574,200
30504,10000
30100,100
29750,3500
29665,11000
28419.5,137309
28200,25
28064,12000
27271,28655
27000,1400
26760,25
26310,100
26000,500
25560.5,250
25000,600
24555,50
23684,5
23450,3000
23333,4000
23000,5
22655,5
22642.5,100
22397,5
22300,100
22000,7
21625,5
21258,150
20250,100
19935.5,50
19535.5,50
19294,200
18872,250
18717.5,194500
17562,250
17420,50
17000,32
16920,25
16200,50
16100,1
15716.5,50
15700,100
15588,200
15500,1
15238,2000
15000,11
14886,151200
14750.5,149300
14680,150000
14639.5,21
14500,1
14000,1
13952,25
13744.5,162000
13640.5,21
13603,161800
12641.5,21
12600,25
12500,1
12345,336750
11739,25
11642.5,1
10243,1709900
10000,1
9539.5,50
7500,1
7005.5,346
6200,25
5000,1
2500,1
1000,8
